"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Donate","Source","Hours","Pickup Offered","Delivery Offered","Special Accommodation Hours","Delivery/Pickup Notes","MWBE","Instagram","Email","SNAP/EBT","WIC","Delivery Apps","Type of Service","Black Owned Business"
"Natural 7",705,"2020-04-16T04:00:00.000Z","(718) 478-8880",,"Woodside","Groceries",40.745152,-73.90377,"3986 61st St, Woodside","9am-closes at 6pm maybe 7/8pm, Call to confirm (718) 478-8880
","health","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"C & J Prime Meat Market",706,"2020-04-16T04:00:00.000Z","(718) 457-7343","http://www.cjprimemeats.com/","Woodside","Groceries",40.745596,-73.905062,"Queens","Call for hours (718) 457-7343
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Woodside Grocery",707,"2020-04-16T04:00:00.000Z","(718) 672-6135",,"Woodside","Groceries",40.745122,-73.903481,"3971 61st St, Queens","Open daily - call for hours (718) 672-6135
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ctown Roosevelt",708,"2020-04-16T04:00:00.000Z","(718) 476-2352","https://locations.ctownsupermarkets.com/ctown-supermarkets-567e64e8663c?utm_source=Google&utm_medium=organic&utm_campaign=Yext","Woodside","Groceries",40.745631,-73.904839,"59-15 Roosevelt Ave, Queens","Daily, 7am-12pm Grocery Market Prepared Food Beer - (718) 482-9840
","Supermarket","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"United Brothers Fruit Markets",709,,"(718) 932-9876","http://www.unitedbrothersfruitmarkets.com/","Astoria","Groceries",40.766087,-73.920082,"32-24 30th Ave, Astoria","Open, call for hours 718-932-9876
",,"11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Key Food Supermarket",710,,"(718) 545-4082",,"Astoria","Groceries",40.762944,-73.912603,"42-15 30th Ave, Astoria","Call for hours, 718-545-4082 Grocery / Market
","Supermarket","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"D & F Italian Deli",711,"2020-04-18T04:00:00.000Z",,,"Astoria","Groceries",40.760354,-73.921456,"36-1 Broadway, Astoria","Delivery & Takeout Hours 7:30AM-6PM, Call (718) 728-2422 for pickup, or order delivery through Uber Eats, DoorDash, Postmates, Grubhub, and Seamless, They also sell imported Italian products, TV dinners, and other goods throughout the store. [www.dandfitaliandeli.com][1]

  [1]: http://www.dandfitaliandeli.com
","Deli","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Titan Foods",712,"2020-04-23T04:00:00.000Z","(718) 626-7771","https://www.titanfoods.net/","Old Astoria","Groceries",40.769207,-73.919461,"2556 31st St, Astoria","Takeout Hours 8am -9pm, Call (718) 626-7771  <https://www.titanfoods.net/>
","Supermarket","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ctown Greenpoint Ave",713,"2020-04-13T04:00:00.000Z","(718) 482-9840","https://locations.ctownsupermarkets.com/ctown-supermarkets-d936963e6c68?utm_source=Google&utm_medium=organic&utm_campaign=Yext","Hunters Point-Sunnyside-West Maspeth","Groceries",40.740614,-73.92329,"41-25 Greenpoint Ave, Queens","7am-8pm daily 718-482-9840
","Supermarket,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Food Universe Marketplace",714,,"(718) 392-2559","http://www.keyfood.com/pd/stores/NY/Sunnyside/Food-Universe-1804/B2D3127594","Hunters Point-Sunnyside-West Maspeth","Groceries",40.745278,-73.92,"4407 43rd Ave, Sunnyside","Open daily, 6am-10pm 718-392-2559 Grocery Market Beer Deli
","Supermarket,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Stars Deli",715,,"(718) 784-1926",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.74205,-73.925748,"3919 47th Ave, Sunnyside","[Closed at this time]
","food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Stop & Shop (48TH St)",716,,"(718) 728-7724","https://stores.stopandshop.com/ny/long-island-city/34-51-48th-street","Hunters Point-Sunnyside-West Maspeth","Groceries",40.751639,-73.914943,"34-51 48th St, Queens","Daily until 8pm, 6:00-7:30am for Seniors only [grocery market beer produce deli prepared food] Info <https://stores.stopandshop.com/ny/long-island-city/34-51-48th-street>
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"New Bangla Bazzar & Grocery",717,"2020-05-06T04:00:00.000Z","(718) 729-3744",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.744956,-73.91989,"4410 43rd Ave, Sunnyside","Call (718) 729-3744 Open daily from 10:30AM-10PM
","food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pickles & Pies Food Market & Deli",718,,"(718) 634-6041","http://www.picklesandpiesdeli.com/","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.580043,-73.83691,"202 B 116th St, Rockaway Park",,"food","11694","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rockaway Farmers Market",719,,"(718) 945-6800",,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.581413,-73.837781,"11501Beach, Channel Dr, Rockaway Park",,"food","11694","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Curran Superior Meat Inc",720,,"(718) 634-7408",,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.580517,-73.837821,"239 B 116th St, Rockaway Park",,"food","11694","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sorrentino's Market",721,,"(718) 843-9800",,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.584082,-73.821016,"99-20 Rockaway Beach Blvd, Rockaway Park",,"food","11694","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Hamberry's Butcher & Market",722,,"(718) 474-2646",,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.607066,-73.819647,"801 Cross Bay Blvd, Broad Channel",,"food","11693","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Channel Market",723,,"(718) 945-7400",,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.605994,-73.819994,"925 Cross Bay Blvd, Broad Channel",,"food","11693","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Wasserman's Supermarket",724,"2020-05-06T04:00:00.000Z","(718) 544-7413",,"Kew Gardens Hills","Groceries",40.72511,-73.820704,"72-51 Main St, Flushing","7am-10pm Sun-Thurs 7am-5pm Fri 718-544-7413
","food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Key Food Supermarkets",725,,"(718) 380-5159","http://www.keyfood.com/","Kew Gardens Hills","Groceries",40.718569,-73.816928,"79-15 Main St, Flushing",,"Supermarket,food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Haim's International",726,,"(718) 969-4226",,"Kew Gardens Hills","Groceries",40.724913,-73.821181,"72-68 Main St, Flushing",,"Supermarket,food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Paul's Grocery",727,"2020-04-09T04:00:00.000Z","(718) 380-4154",,"Kew Gardens Hills","Groceries",40.719008,-73.813255,"14917 Union Tpke, Flushing","Call for hours, 718-380-4154
","food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Express Deli",728,"2020-04-09T04:00:00.000Z","(718) 969-3704",,"Kew Gardens Hills","Groceries",40.720846,-73.809489,"79-02 Parsons Blvd, Fresh Meadows","Call for hours, 718-969-3704
","convenience_store,food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mazal Glatt Supermarket Inc.",729,,"(718) 480-1880",,"Kew Gardens Hills","Groceries",40.72648,-73.821982,"72-02 Main St, Flushing",,"Supermarket,food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Kopernik Polish Deli",730,"2020-04-04T04:00:00.000Z","(718) 945-5050",,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Groceries",40.5799,-73.83662,"115-07 Rockaway Beach Blvd, Rockaway Park",,"food","11694","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Fiesta Grocery",731,"2020-04-17T04:00:00.000Z","(718) 849-9665","https://www.fiestamart.com/","Kew Gardens","Groceries",40.709343,-73.829469,"80-65 Lefferts Blvd, Jamaica","10am-7pm daily
","Supermarket,food","11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Homestead Gourmet Shop",732,"2020-04-17T04:00:00.000Z","(718) 849-1366",,"Kew Gardens","Groceries",40.708311,-73.830506,"81-45 Lefferts Blvd, Kew Gardens","Tue-Sun until 5pm closed Mon
","food","11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Kew Gardens Fish Market",733,"2020-05-02T04:00:00.000Z","(718) 805-6640",,"Kew Gardens","Groceries",40.709051,-73.830344,"81-18A Lefferts Blvd, Kew Gardens","Closed for now
","food","11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Deliy & Grocery",734,"2020-04-18T04:00:00.000Z",,,"Kew Gardens","Groceries",40.712155,-73.826455,,"open ""until 7pm"" daily
",,"11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"ANH Farm: Joy Fruit",735,"2020-04-18T04:00:00.000Z","(718) 846-7902",,"Kew Gardens","Groceries",40.707271,-73.835895,"11608 Metropolitan Ave, Jamaica","open daily 8am-7:30pm
","food","11418","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Alba's Deli",736,"2020-04-18T04:00:00.000Z","(718) 805-0347",,"Kew Gardens","Groceries",40.705939,-73.831232,"11920 Metropolitan Ave, Jamaica","open daily 7am-9pm
","food","11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Juice 'n Beatz",737,"2020-04-21T04:00:00.000Z","(718) 406-9091","http://juice-n-beatz.business.site/","Woodside","Groceries",40.753465,-73.907003,"5317b Broadway, Woodside","Open 24/7  <https://www.yelp.com/covid_19_update/juice-n-beatz-woodside>
","food","11377","2020-05-29T17:32:14.000Z","Open",,,"24/7
",,,,,true,,,,,,,
"3 Aunties Thai Market",738,"2020-04-21T04:00:00.000Z","(718) 606-2523","https://3auntiesthaimarket.com/","Woodside","Groceries",40.746299,-73.899713,"64-04 39th Ave, Woodside","Call for hours 718-606-2523 [www.yelp.com/biz/3-aunties-thai-market-woodside][1]

  [1]: http://www.yelp.com/biz/3-aunties-thai-market-woodside
","food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"75 Deli & Grocery",739,"2020-04-22T04:00:00.000Z","(718) 296-6469",,"Woodhaven","Groceries",40.691237,-73.866335,"75-02 Jamaica Ave, Jamaica","75-02 Jamaica Ave, Jamaica, NY 11421 Call (718) 296-6469
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"77 Deli and Grocery",740,"2020-04-22T04:00:00.000Z","(718) 296-6469",,"Woodhaven","Groceries",40.691889,-73.864751,"75-02 Jamaica Ave, Jamaica","(718) 480-3390
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"80th St Deli",741,"2020-05-21T04:00:00.000Z","(718) 296-5613",,"Woodhaven","Groceries",40.692249,-73.862328,"80-01 Jamaica Ave, Woodhaven","Call (718) 296-5613 6AM-12PM Sun-Sat
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"85 St Deli",742,"2020-05-21T04:00:00.000Z","(718) 805-8908",,"Woodhaven","Groceries",40.692741,-73.859021,"85-01 Jamaica Ave, Jamaica","Call (718) 805-8908 24/7
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"86 Deli Grocery",743,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.692791,-73.858387,"8517 Jamaica Ave, Jamaica","Call (718) 846-8184
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"94th Deli & Grill",744,"2020-04-22T04:00:00.000Z","(718) 850-4300",,"Woodhaven","Groceries",40.693977,-73.850475,"9420 Jamaica Ave, Jamaica","Call 718-850-4300
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"A&A Grocery",745,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.694312,-73.849226,,"Call (718) 846-2151
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bravo Pioneer Supermarket",746,"2020-05-21T04:00:00.000Z","(718) 577-0705","https://www.pioneersupermarkets.com/","Woodhaven","Groceries",40.692824,-73.853703,"9034 Jamaica Ave, Jamaica","Call (718) 577-0705 7am-10pm Mon-Sat, 7am-9pm Sun <https://www.pioneersupermarkets.com/>
","Supermarket,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"K&L Delicatessen",747,"2020-04-22T04:00:00.000Z",,,"Jackson Heights","Groceries",40.749311,-73.889776,,"Mon, Wed-Sun 8am-4pm Closed Tue Call 718-779-0506  & check out [www.kldeli76.com/][1]

  [1]: http://www.kldeli76.com/
",,"11372","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"C-Town Supermarket",748,"2020-05-21T04:00:00.000Z","(718) 296-6994","https://locations.ctownsupermarkets.com/ctown-supermarkets-ad813c7191b0?utm_source=Google&utm_medium=organic&utm_campaign=Yext","Woodhaven","Groceries",40.69164,-73.866648,"74-39 Jamaica Ave, Queens","Call 718-296-6994 8AM-9pm All days Visit locations.ctownsupermarkets.com
","Supermarket,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Carniceria La Palma",749,"2020-04-22T04:00:00.000Z","(718) 296-5409",,"Woodhaven","Groceries",40.692091,-73.861226,"8030 Jamaica Ave, Woodhaven","Call 718-296-5409
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Carniceria Plaza Meat Market",750,"2020-04-22T04:00:00.000Z","(718) 850-4139",,"Woodhaven","Groceries",40.694139,-73.85126,"93-35 Jamaica Ave, Woodhaven","Call 718-850-4139
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Compare Food Market",751,"2020-05-21T04:00:00.000Z","(718) 296-3627","https://compare-food-market.business.site/?utm_source=gmb&utm_medium=referral","Woodhaven","Groceries",40.691751,-73.863951,"7720 Jamaica Ave, Woodhaven","Compare Food Market 7:30AM-10PM Mon-Fri, Sat 8AM-10PM, Sun 8AM-9PM Call (718) 296-3627 or Visit compare-food-market.business.site
","Supermarket,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Choice Farm Inc",752,"2020-04-23T04:00:00.000Z","(718) 482-9431",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.742582,-73.918931,"4520 46th St, Sunnyside",,"food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Fine Fare Supermarkets",753,"2020-05-21T04:00:00.000Z","(718) 846-0840","http://www.finefaresupermarkets.com/Circular4Page.aspx","Woodhaven","Groceries",40.693014,-73.854616,"90-01 Jamaica Ave, Jamaica","(718) 846-0840 7AM-11PM All Days [www.finefaresupermarkets.com][1]

  [1]: http://www.finefaresupermarkets.com
","Supermarket,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Frutas & Verduras",754,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.692881,-73.856202,"9011 Jamaica Ave, Jamaica","718-480-1258 88-07 Jamaica Ave
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Hetman",755,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.694038,-73.850731,"9414 Jamaica Ave, Jamaica","(718) 296-7744
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"J & J Fresh Farm Market",756,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.692211,-73.859503,,,,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Jamaica Gourmet Deli",757,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.692553,-73.855343,,"(718) 480-1032 <https://www.facebook.com/JamaicaGourmetDELI/>
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Jamaica Station Deli",758,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.692925,-73.856406,,"(718) 849-5956
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"L&Y Deli&Grocery INC",759,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.694222,-73.849845,,"(718) 805-8352
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"La Oaxaqueña Fruits & Vegetables",760,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.693043,-73.854277,"9011 Jamaica Ave, Jamaica","(718) 441-3010
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"La Pinata Deli",761,"2020-04-22T04:00:00.000Z","(347) 960-8693",,"Woodhaven","Groceries",40.691995,-73.864014,"7801 Jamaica Ave, Queens","(347) 960-8693
","restaurant,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"M&M Natural Fruits",762,"2020-04-22T04:00:00.000Z","(347) 706-5173","https://m-m-fish-and-fruit-market.business.site/?utm_source=gmb&utm_medium=referral","Woodhaven","Groceries",40.692166,-73.860732,"8502 Jamaica Ave, Woodhaven","(718) 480-1531
","Supermarket,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Manor Delicatessen",763,"2020-05-21T04:00:00.000Z","(718) 849-2836","http://www.manordeli.com/","Woodhaven","Groceries",40.693943,-73.850766,"9412 Jamaica Ave, Jamaica","(718) 849-2836 Mon 7am-3pm Tues-Fri 7am-apm Sat 7am-5pm Sun Closed [www.manordeli.com][1]

  [1]: http://www.manordeli.com
","food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Woodhaven Mini Mart",764,"2020-04-22T04:00:00.000Z","(718) 441-6622",,"Woodhaven","Groceries",40.69332,-73.852513,"9218 Jamaica Ave, Woodhaven","+1 718-441-6622
","convenience_store,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Noaya Grocery Corporation",765,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Groceries",40.691912,-73.864246,,"(718) 647-1757
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sam's Deli & Grocery",766,"2020-04-22T04:00:00.000Z","(718) 441-1662",,"Woodhaven","Groceries",40.692539,-73.857071,"87 Jamaica Ave #8, Jamaica","+1 718-441-1662
","restaurant,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sammy Gourmet Deli",767,"2020-05-21T04:00:00.000Z",,,"Woodhaven","Groceries",40.69203,-73.861907,,"(718) 296-0324 6AM-12AM All Days
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Scaturro Super Market",768,"2020-04-22T04:00:00.000Z","(718) 441-1302",,"Woodhaven","Groceries",40.692659,-73.859469,"84-39 Jamaica Ave, Woodhaven","(718) 441-1302
","Supermarket,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Woodhaven Gourmet Deli",769,"2020-04-22T04:00:00.000Z","(718) 880-2750",,"Woodhaven","Groceries",40.692253,-73.858827,"85-02 Jamaica Ave, Jamaica","Closed at this time. +1 718-880-2750
","home_goods_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Puerto Plata Fish Market",770,"2020-04-26T04:00:00.000Z","(718) 759-6732","http://puertoplataseafood.business.site/","Cypress Hills-City Line","Groceries",40.681666,-73.879867,"391 Arlington Ave, Brooklyn","Wed-Sun 2pm - 7:30pm Operating under no contact delivery & pick up services. Menu on Insta  !! Call !! DM !! Pass by !! (718) 759-6732 \*first BK mapped\*\* Updates Menu on Inst & [www.instagram.com/puertoplataseafood][1]

  [1]: http://www.instagram.com/puertoplataseafood
","food","11208","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Phil-Am Food Mart",771,"2020-06-13T04:00:00.000Z","(718) 899-1797","http://phil-amfoodmart.com/","Woodside","Groceries",40.746215,-73.895266,"4003 70th St, Queens","Thu-Tues 9:30am-5pm (Closed Wed) 
","Supermarket,food,Asian,Filipino","11377","2020-05-29T17:32:14.000Z","Open",,,,,,,,true,"www.instagram.com/philamfoodmart",,,,,,
"Stop and Shop",772,"2020-04-28T04:00:00.000Z","(718) 803-0863","https://stores.stopandshop.com/ny/maspeth/74-17-grand-avenue","Elmhurst","Groceries",40.730962,-73.888137,"74-17 Grand Ave, Queens","7:30am-8:00pm (Pharmacy Mon-Fri 10am-6pm Sat-Sun 10-5 Call Rx 718- 803-3025) S&S working with a fundraiser to give away Face Masks to Protect NYC Senior Citizens. #FreeMasksForNYC [www.gofundme.com/f/free-face-masks-for-nyc-seniors][1]

  [1]: http://www.gofundme.com/f/free-face-masks-for-nyc-seniors
","food","11373","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Associated Supermarket",773,"2020-04-30T04:00:00.000Z","(718) 381-1493","http://www.shopassociated.com/","Ridgewood","Groceries",40.707652,-73.915418,"333 Seneca Ave, Ridgewood","Call for hours 718-381-1493 [www.shopassociated.com][1]

  [1]: http://www.shopassociated.com
","Supermarket,food","11385","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Tikvah Kosher Meat",774,"2020-05-06T04:00:00.000Z","(718) 575-8200",,"Kew Gardens Hills","Groceries",40.727098,-73.822322,"71-28 Main St, Flushing","Open 8am-6pm Sun-Thurs 8am-2pm Fri
","food","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Paul's Market",775,"2020-05-02T04:00:00.000Z","(718) 746-7285","None","Auburndale","Groceries",40.761224,-73.789669,"3921 192nd St, Flushing","6am-8pm Please Wear Mask
","Supermarket","11358","2020-05-29T17:32:14.000Z","Open","None","Local",,"Yes (Call ahead)","No","None","N/A
",,,"t","Yes","Unknown",,,
"Han Kook Meat Market",776,"2020-04-05T04:00:00.000Z",,,"East Flushing","Groceries",40.757876,-73.795698,,"11am-10pm Takeout and Delivery Only (718) 762-6245
",,"11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Manna Catering",777,"2020-05-02T04:00:00.000Z","(718) 352-0175",,"Auburndale","Groceries",40.757729,-73.788621,"192-20 Northern Blvd, Flushing","7am-9pm Takeout
","meal_takeaway,restaurant,food","11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Raindew True Value",778,"2020-04-19T04:00:00.000Z","(718) 539-7559","http://www.truevalue.com/raindew","Bayside-Bayside Hills","Groceries",40.764009,-73.786705,"35-15 Francis Lewis Blvd, Queens","Monday to Fridays 8am-7pm;  Saturday-Sunday 9am-5pm Curbside Pickup, via email curbside@raindew.com
","hardware_store,home_goods_store","11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
